job;marital;education;default;housing;loan;month;day_of_week;campaign;cons.conf.idx;euribor3m;nr.employed;y;log_age;log_duration
5;1;3;0;1;0;5;4;1;-36.1;4.968;5228.1;0;3.828641396489095;4.852030263919617
0;0;1;0;1;0;4;1;2;-42.7;4.963;5228.1;0;3.4657359027997265;5.556828061699537
5;1;2;0;0;0;0;2;2;-46.2;1.244;5099.1;0;3.7376696182833684;3.4965075614664802
2;1;2;0;1;0;8;2;2;-26.9;0.731;5017.5;0;3.367295829986474;4.465908118654584
0;0;6;1;1;0;4;1;4;-42.7;4.957;5228.1;0;3.713572066704308;6.246106765481563
0;1;4;0;1;0;4;1;1;-42.7;4.963;5228.1;0;3.1780538303479458;4.74493212836325
5;2;6;0;1;0;4;3;3;-42.7;4.961;5228.1;0;3.784189633918261;5.402677381872279
7;0;5;0;0;0;1;3;2;-40.8;1.252;5076.2;0;4.060443010546419;4.3694478524670215
2;0;1;0;1;2;0;4;2;-36.4;4.86;5191.0;0;3.4339872044851463;5.855071922202427
1;1;0;0;1;0;0;1;1;-46.2;1.281;5099.1;0;3.5263605246161616;5.730099782973574
2;0;1;0;0;0;4;1;1;-42.7;4.962;5228.1;0;3.784189633918261;4.574710978503383
0;0;5;0;1;0;0;4;2;-46.2;1.327;5099.1;0;4.07753744390572;5.247024072160486
5;1;2;0;1;0;5;4;2;-36.1;4.964;5228.1;0;3.5263605246161616;5.365976015021851
2;1;2;0;1;0;2;3;1;-30.1;0.72;5017.5;0;3.8501476017100584;5.262690188904886
8;0;5;1;1;0;4;3;4;-42.7;4.961;5228.1;0;3.9889840465642745;5.099866427824199
0;0;1;1;0;0;7;4;1;-47.1;1.41;5099.1;0;3.784189633918261;5.53338948872752
6;1;2;1;0;0;1;0;4;-41.8;4.959;5228.1;0;3.4339872044851463;2.70805020110221
0;0;3;0;0;0;0;2;2;-36.4;4.858;5191.0;0;3.5263605246161616;5.3471075307174685
5;1;0;0;2;1;7;2;1;-47.1;1.405;5099.1;0;3.367295829986474;4.7535901911063645
5;1;2;0;0;2;0;4;3;-36.4;4.86;5191.0;0;3.6375861597263857;5.501258210544727
2;0;6;0;0;0;1;3;2;-41.8;4.961;5228.1;0;4.02535169073515;4.465908118654584
5;1;3;0;0;0;7;0;2;-47.1;1.405;5099.1;0;3.258096538021482;5.8916442118257715
5;2;1;0;1;0;5;0;3;-36.1;4.964;5228.1;0;3.4339872044851463;4.859812404361672
2;1;2;0;0;0;1;3;1;-41.8;4.864;5228.1;0;3.4339872044851463;4.7535901911063645
0;0;5;0;1;0;5;4;9;-36.1;4.963;5228.1;0;4.04305126783455;4.897839799950911
0;0;0;0;1;2;4;0;3;-42.7;4.957;5228.1;0;3.58351893845611;4.770684624465665
9;0;2;1;2;1;0;3;2;-36.4;4.857;5191.0;0;3.7612001156935624;4.465908118654584
4;0;0;1;0;2;0;2;1;-36.4;4.857;5191.0;0;3.828641396489095;4.941642422609304
0;1;3;0;1;0;0;2;1;-46.2;1.264;5099.1;0;3.6109179126442243;3.9889840465642745
5;0;3;0;0;0;5;0;1;-36.1;4.963;5228.1;0;3.4965075614664802;4.060443010546419
5;1;1;0;0;0;5;1;3;-36.1;4.964;5228.1;0;3.713572066704308;4.477336814478207
8;0;5;1;1;0;0;2;3;-36.4;4.857;5191.0;0;3.970291913552122;5.501258210544727
2;2;1;0;0;0;5;3;1;-31.4;0.838;5076.2;0;3.9318256327243257;4.890349128221754
8;2;2;0;1;0;0;4;5;-36.4;4.855;5191.0;0;3.58351893845611;6.642486801367256
2;0;2;0;0;0;5;1;3;-36.1;4.964;5228.1;0;3.8501476017100584;3.6375861597263857
5;2;3;0;0;0;0;4;3;-46.2;1.327;5099.1;0;3.784189633918261;5.501258210544727
1;0;3;0;0;2;4;2;1;-42.7;4.962;5228.1;0;3.8066624897703196;5.726847747587197
0;0;1;0;1;0;7;2;1;-47.1;1.405;5099.1;0;3.6375861597263857;5.8289456176102075
5;1;3;1;1;0;0;0;3;-36.4;4.855;5191.0;0;3.58351893845611;5.19295685089021
0;1;3;0;0;0;2;3;2;-50.8;1.049;4963.6;0;3.4011973816621555;4.709530201312334
6;0;2;0;1;0;5;4;5;-36.1;4.963;5228.1;0;4.007333185232471;4.804021044733257
0;0;0;0;0;0;4;1;1;-42.7;4.963;5228.1;0;3.8066624897703196;4.290459441148391
7;2;2;0;0;0;7;1;1;-47.1;1.415;5099.1;1;4.060443010546419;4.859812404361672
2;1;2;0;0;0;5;2;7;-36.1;4.965;5228.1;0;3.58351893845611;6.646390514847729
4;1;1;0;0;2;0;3;1;-46.2;1.291;5099.1;0;3.4965075614664802;4.727387818712341
1;2;1;0;0;2;2;2;1;-42.0;4.191;5195.8;0;3.784189633918261;5.099866427824199
1;1;1;0;0;0;5;4;2;-31.4;0.873;5076.2;1;3.4011973816621555;4.997212273764115
11;1;1;0;1;0;1;2;2;-39.8;0.72;4991.6;1;3.2188758248682006;6.184148890937483
10;0;5;0;0;0;5;2;1;-36.1;4.965;5228.1;0;4.02535169073515;4.663439094112067
6;0;2;0;1;0;0;0;1;-46.2;1.313;5099.1;0;3.4339872044851463;5.472270673671475
1;0;1;0;0;2;7;2;6;-47.1;1.405;5099.1;0;3.4657359027997265;1.791759469228055
0;1;5;0;1;2;2;1;2;-42.0;4.12;5195.8;0;3.4339872044851463;4.8283137373023015
5;1;3;0;0;0;0;4;1;-36.4;4.86;5191.0;0;3.58351893845611;5.472270673671475
8;0;1;0;0;0;2;0;1;-42.0;4.021;5195.8;1;3.713572066704308;6.97914527506881
0;0;0;1;0;0;5;2;4;-36.1;4.965;5228.1;0;4.007333185232471;5.717027701406222
6;2;2;0;1;0;0;0;1;-36.4;4.859;5191.0;0;4.04305126783455;4.709530201312334
1;0;1;0;0;0;0;0;3;-46.2;1.25;5099.1;0;3.5263605246161616;5.768320995793772
5;0;2;0;1;0;5;2;2;-36.1;4.965;5228.1;0;3.6888794541139363;5.834810737062605
9;0;0;1;0;0;7;0;1;-47.1;1.405;5099.1;0;3.713572066704308;5.5053315359323625
0;0;0;0;1;0;4;1;6;-42.7;4.963;5228.1;0;3.5553480614894135;7.138073034044347
3;0;2;0;1;0;1;0;5;-41.8;4.959;5228.1;0;4.07753744390572;2.1972245773362196
4;0;0;0;0;0;1;2;4;-41.8;4.961;5228.1;0;3.713572066704308;5.181783550292085
5;0;3;0;0;2;4;4;3;-42.7;4.962;5228.1;0;3.5553480614894135;4.343805421853684
2;2;1;0;1;0;0;2;4;-36.4;4.857;5191.0;0;3.713572066704308;5.176149732573829
1;2;0;0;2;1;0;1;1;-46.2;1.334;5099.1;0;3.828641396489095;5.402677381872279
2;0;1;0;1;0;0;3;1;-36.4;4.856;5191.0;0;3.871201010907891;4.406719247264253
6;0;2;0;0;0;4;4;2;-42.7;4.962;5228.1;0;3.912023005428146;5.081404364984463
2;0;1;0;1;0;1;0;10;-41.8;4.959;5228.1;1;3.7612001156935624;7.259819610363186
1;2;0;0;1;0;0;1;2;-46.2;1.334;5099.1;0;3.828641396489095;4.564348191467836
3;0;2;0;1;0;2;2;1;-42.0;4.191;5195.8;0;3.912023005428146;6.0112671744041615
5;1;2;0;0;0;5;1;1;-36.1;4.964;5228.1;0;3.4011973816621555;5.3706380281276624
0;0;0;0;0;0;4;4;1;-42.7;4.963;5228.1;0;3.784189633918261;4.795790545596741
6;0;6;0;1;0;9;1;3;-33.0;0.715;5023.5;1;3.6109179126442243;5.003946305945459
1;1;1;0;2;1;4;1;3;-42.7;4.963;5228.1;0;3.1354942159291497;7.170119543449628
5;0;3;0;0;0;0;4;1;-36.4;4.86;5191.0;0;3.58351893845611;5.5093883366279774
1;0;4;1;1;0;1;2;1;-41.8;4.961;5228.1;0;3.6888794541139363;3.8918202981106265
2;2;2;0;0;2;0;4;2;-36.4;4.86;5191.0;0;3.970291913552122;5.147494476813453
8;0;4;1;2;1;7;2;2;-47.1;1.405;5099.1;0;3.970291913552122;5.918893854273146
0;0;5;0;0;2;0;1;4;-46.2;1.334;5099.1;0;3.5263605246161616;5.823045895483019
5;2;3;0;1;0;0;1;1;-36.4;4.859;5191.0;0;3.5263605246161616;4.51085950651685
4;0;0;0;0;0;0;4;3;-46.2;1.327;5099.1;1;3.713572066704308;7.034387929915503
0;0;5;0;1;0;5;3;7;-36.1;4.966;5228.1;0;3.871201010907891;4.897839799950911
0;0;5;1;1;0;1;1;2;-41.8;4.864;5228.1;0;3.8501476017100584;6.436150368369428
1;0;1;0;1;0;0;4;3;-36.4;4.86;5191.0;0;3.6635616461296463;5.883322388488279
5;0;0;0;0;0;2;2;2;-42.0;4.191;5195.8;0;3.912023005428146;4.007333185232471
5;1;4;0;0;0;2;1;1;-42.0;4.12;5195.8;0;3.6375861597263857;5.099866427824199
2;1;2;0;0;0;1;2;1;-41.8;4.961;5228.1;0;3.6109179126442243;6.29156913955832
1;1;0;1;0;0;7;4;2;-47.1;1.41;5099.1;0;3.367295829986474;4.653960350157523
3;1;1;0;0;0;1;0;1;-41.8;4.959;5228.1;0;3.1780538303479458;4.727387818712341
6;0;2;0;1;0;0;2;1;-36.4;4.857;5191.0;0;3.828641396489095;4.634728988229636
2;1;2;0;1;2;1;0;9;-41.8;4.967;5228.1;0;3.5553480614894135;5.0689042022202315
2;1;2;0;2;1;5;0;1;-36.1;4.963;5228.1;0;3.4657359027997265;4.672828834461906
2;1;2;0;0;0;5;3;4;-36.1;4.966;5228.1;0;3.4965075614664802;5.420534999272286
7;0;3;1;1;0;2;0;3;-42.0;4.021;5195.8;0;4.060443010546419;5.062595033026967
0;0;5;1;0;0;0;0;2;-36.4;4.864;5191.0;0;3.58351893845611;5.111987788356544
5;0;2;0;0;0;0;0;3;-36.4;4.855;5191.0;0;3.713572066704308;4.204692619390966
5;1;3;0;0;0;5;1;1;-36.1;4.967;5228.1;0;3.4965075614664802;5.66988092298052
2;0;2;0;1;2;5;0;5;-36.1;4.966;5228.1;0;3.367295829986474;2.6390573296152584
5;1;2;0;1;0;1;0;1;-40.8;1.268;5076.2;1;3.9318256327243257;6.48768401848461
6;0;2;0;1;0;5;3;1;-31.4;0.884;5076.2;1;3.9512437185814275;6.396929655216146
0;0;0;0;1;0;4;0;3;-42.7;4.962;5228.1;0;3.784189633918261;3.713572066704308
2;0;1;0;1;2;4;4;6;-42.7;4.962;5228.1;0;3.7376696182833684;5.389071729816501
2;0;2;1;1;0;5;3;1;-36.1;4.966;5228.1;0;3.7612001156935624;4.61512051684126
1;0;1;1;1;0;4;2;1;-42.7;4.96;5228.1;0;3.4657359027997265;3.784189633918261
0;0;5;0;1;0;0;2;2;-36.4;4.857;5191.0;0;3.4657359027997265;3.713572066704308
1;0;5;0;1;2;1;4;1;-41.8;4.866;5228.1;0;3.6375861597263857;4.499809670330265
5;0;2;0;0;0;5;4;1;-36.1;4.968;5228.1;0;3.4657359027997265;5.996452088619021
5;0;3;0;1;0;7;2;3;-47.1;1.466;5099.1;0;3.4339872044851463;6.311734809152915
0;0;0;0;0;2;4;1;3;-42.7;4.963;5228.1;0;3.6109179126442243;5.214935757608986
0;0;0;0;0;0;2;4;1;-42.0;4.076;5195.8;0;3.7612001156935624;5.8289456176102075
5;0;2;0;1;0;0;2;4;-36.4;4.857;5191.0;0;3.4011973816621555;5.10594547390058
0;0;0;0;0;0;0;3;4;-46.2;1.291;5099.1;0;3.5263605246161616;5.575949103146316
6;0;6;0;1;0;1;2;2;-40.8;1.281;5076.2;0;3.58351893845611;4.584967478670572
2;1;2;0;0;0;4;2;2;-42.7;4.96;5228.1;0;3.367295829986474;5.808142489980444
2;2;2;0;0;2;2;3;1;-42.0;4.153;5195.8;0;3.9512437185814275;5.209486152841421
7;2;5;0;1;0;1;2;3;-41.8;4.865;5228.1;0;3.9889840465642745;5.056245805348308
1;0;3;0;1;0;2;4;3;-42.0;4.076;5195.8;0;3.4339872044851463;6.440946540632921
0;0;4;1;0;0;4;1;10;-42.7;4.957;5228.1;0;3.6109179126442243;5.84354441703136
5;1;2;0;1;0;2;2;3;-30.1;0.714;5017.5;0;3.6888794541139363;4.948759890378168
5;0;3;1;1;0;0;4;5;-46.2;1.327;5099.1;0;3.7612001156935624;6.523562306149512
2;1;1;0;0;0;4;2;1;-42.7;4.96;5228.1;0;3.6109179126442243;5.673323267171493
1;0;4;0;1;0;0;2;6;-36.4;4.857;5191.0;0;3.5553480614894135;4.248495242049359
2;0;3;0;0;2;2;3;2;-42.0;4.153;5195.8;0;3.970291913552122;4.941642422609304
0;0;5;1;1;0;1;1;1;-41.8;4.962;5228.1;0;4.007333185232471;5.84354441703136
9;0;3;0;1;2;3;0;1;-29.8;0.773;5017.5;1;3.6888794541139363;4.51085950651685
0;1;1;0;0;0;7;4;1;-47.1;1.483;5099.1;0;3.332204510175204;5.480638923341991
0;1;5;0;1;2;1;0;4;-41.8;4.967;5228.1;0;3.6635616461296463;5.981414211254481
0;0;4;1;0;0;5;3;3;-36.1;4.963;5228.1;0;3.828641396489095;5.986452005284438
4;0;2;1;1;0;0;2;1;-36.4;4.857;5191.0;0;3.9512437185814275;5.1647859739235145
2;1;1;0;1;2;4;0;1;-40.3;0.861;4991.6;0;3.784189633918261;2.4849066497880004
9;0;1;2;1;0;2;3;2;-42.0;4.153;5195.8;0;3.4339872044851463;4.709530201312334
0;0;0;0;1;0;4;1;2;-42.7;4.957;5228.1;0;3.4339872044851463;4.859812404361672
2;0;2;0;1;0;5;1;1;-36.1;4.964;5228.1;0;3.4339872044851463;5.278114659230517
1;0;1;0;0;0;4;3;4;-42.7;4.961;5228.1;0;3.5553480614894135;5.932245187448011
0;0;5;0;0;0;0;4;1;-36.4;4.86;5191.0;0;4.060443010546419;5.214935757608986
2;0;5;1;1;0;0;3;1;-46.2;1.344;5099.1;0;3.9318256327243257;6.246106765481563
5;0;3;0;1;0;1;2;1;-41.8;4.961;5228.1;0;3.58351893845611;5.017279836814924
0;0;1;1;0;0;1;2;3;-41.8;4.961;5228.1;0;3.8501476017100584;5.4116460518550396
2;1;1;0;1;0;5;4;1;-36.1;4.964;5228.1;0;3.8918202981106265;4.634728988229636
8;0;5;0;0;2;5;0;1;-36.1;4.964;5228.1;0;3.6635616461296463;5.3706380281276624
2;1;2;1;0;0;5;1;3;-36.1;4.964;5228.1;0;3.4965075614664802;5.209486152841421
5;0;3;0;0;0;5;2;1;-36.1;4.965;5228.1;0;3.58351893845611;3.8066624897703196
0;2;0;0;1;0;7;3;3;-47.1;1.423;5099.1;0;3.828641396489095;5.805134968916488
1;0;3;1;0;0;0;4;2;-46.2;1.327;5099.1;0;3.784189633918261;6.059123195581797
5;0;3;1;0;2;1;0;7;-41.8;4.959;5228.1;1;3.912023005428146;6.558197802812269
1;0;3;0;0;0;0;0;1;-36.4;4.859;5191.0;0;3.4657359027997265;5.937536205082426
8;0;4;0;0;0;5;0;1;-36.1;4.964;5228.1;0;3.9512437185814275;5.5909869805108565
0;1;1;0;1;0;0;0;4;-36.4;4.855;5191.0;0;3.258096538021482;5.3612921657094255
2;1;2;0;1;0;5;4;1;-36.1;4.963;5228.1;0;3.4011973816621555;5.19295685089021
5;2;3;0;0;0;0;1;2;-36.4;4.856;5191.0;0;3.5263605246161616;5.69035945432406
6;0;2;0;0;2;2;3;1;-42.0;4.153;5195.8;0;3.4011973816621555;5.278114659230517
7;0;5;0;1;0;2;0;2;-42.0;4.021;5195.8;0;4.02535169073515;5.093750200806762
0;0;0;0;0;0;0;1;2;-36.4;4.859;5191.0;0;3.4965075614664802;4.330733340286331
2;1;6;1;0;0;0;3;1;-36.4;4.857;5191.0;0;3.8501476017100584;5.5093883366279774
1;0;3;0;1;0;1;3;3;-41.8;4.961;5228.1;0;3.828641396489095;4.31748811353631
5;0;5;0;1;0;0;3;2;-36.4;4.857;5191.0;0;3.9889840465642745;4.787491742782046
5;1;2;0;1;0;2;4;2;-42.0;4.076;5195.8;0;3.4011973816621555;4.356708826689592
4;0;6;1;1;0;4;2;9;-42.7;4.962;5228.1;0;3.6888794541139363;4.962844630259907
1;0;1;0;0;0;4;3;4;-42.7;4.961;5228.1;0;3.8066624897703196;4.219507705176107
9;0;5;0;0;2;1;0;1;-41.8;4.967;5228.1;0;3.8066624897703196;5.575949103146316
2;0;2;1;1;0;5;2;2;-36.1;4.963;5228.1;0;3.4011973816621555;5.746203190540153
8;2;5;0;1;0;4;1;1;-40.3;0.881;4991.6;1;4.406719247264253;5.755742213586912
10;0;5;0;0;0;4;4;1;-42.7;4.962;5228.1;1;4.007333185232471;7.168579897264035
3;0;0;0;1;0;0;3;2;-36.4;4.857;5191.0;0;3.6635616461296463;5.056245805348308
5;0;0;0;0;0;0;0;2;-36.4;4.859;5191.0;0;3.828641396489095;7.034387929915503
0;1;5;0;1;0;2;0;1;-42.0;4.021;5195.8;0;3.4965075614664802;4.0943445622221
2;1;6;0;1;0;2;0;2;-42.0;4.021;5195.8;0;3.6635616461296463;5.236441962829949
0;0;5;1;0;0;4;0;3;-42.7;4.957;5228.1;0;3.6109179126442243;4.574710978503383
5;1;3;0;0;0;5;4;3;-31.4;0.851;5076.2;1;3.332204510175204;4.356708826689592
5;2;2;0;0;2;5;0;2;-36.1;4.966;5228.1;0;3.713572066704308;4.7535901911063645
2;0;2;0;1;0;0;3;3;-36.4;4.857;5191.0;0;3.6635616461296463;5.075173815233827
0;0;5;0;0;0;0;2;5;-36.4;4.857;5191.0;0;3.295836866004329;3.9318256327243257
8;0;0;0;0;2;2;2;2;-42.0;4.191;5195.8;0;3.6635616461296463;5.605802066295998
5;0;3;0;0;0;2;2;1;-42.0;4.191;5195.8;0;3.828641396489095;4.110873864173311
5;0;3;0;1;0;6;4;1;-50.0;1.757;5099.1;0;3.6375861597263857;4.77912349311153
5;1;1;0;0;0;2;0;2;-42.0;4.021;5195.8;0;3.9889840465642745;3.4657359027997265
4;1;0;0;1;0;0;3;3;-36.4;4.856;5191.0;0;3.332204510175204;4.8283137373023015
0;0;5;1;0;0;5;4;1;-36.1;4.968;5228.1;0;3.970291913552122;6.100318952020064
0;0;5;1;0;0;0;3;2;-46.2;1.291;5099.1;0;4.060443010546419;6.111467339502679
1;0;1;0;0;0;1;0;1;-41.8;4.967;5228.1;0;3.7376696182833684;5.159055299214529
0;0;3;0;0;0;4;2;3;-42.7;4.962;5228.1;0;3.6109179126442243;5.8289456176102075
4;2;2;0;1;0;0;1;3;-46.2;1.334;5099.1;0;3.6109179126442243;4.962844630259907
0;1;0;0;0;0;0;2;3;-46.2;1.244;5099.1;0;3.1780538303479458;4.110873864173311
5;0;3;0;0;0;0;0;2;-36.4;4.857;5191.0;0;4.07753744390572;7.271008538280992
7;0;5;0;1;0;8;2;1;-26.9;0.739;5017.5;0;4.0943445622221;4.406719247264253
2;0;2;0;1;0;5;1;1;-36.1;4.964;5228.1;0;3.4339872044851463;5.342334251964811
5;0;3;0;1;0;0;3;1;-36.4;4.856;5191.0;0;3.6375861597263857;4.61512051684126
10;1;1;1;0;0;4;4;3;-42.7;4.958;5228.1;0;3.5553480614894135;5.6240175061873385
7;0;2;0;1;0;2;2;1;-42.0;4.191;5195.8;0;3.9512437185814275;4.990432586778736
0;0;0;0;1;2;1;2;2;-41.8;4.961;5228.1;0;3.5553480614894135;6.661854740545311
2;2;2;0;1;0;0;1;1;-36.4;4.856;5191.0;0;3.7376696182833684;5.44673737166631
9;2;0;0;0;0;1;3;2;-41.8;4.864;5228.1;0;3.828641396489095;5.442417710521793
5;0;3;0;1;0;1;2;6;-41.8;4.96;5228.1;0;3.6888794541139363;4.5217885770490405
2;0;2;0;1;0;5;2;2;-36.1;4.965;5228.1;0;4.060443010546419;4.859812404361672
0;0;5;0;0;0;4;4;6;-42.7;4.968;5228.1;0;3.9512437185814275;5.049856007249537
2;2;2;0;1;2;2;3;1;-42.0;4.153;5195.8;0;3.4011973816621555;5.288267030694535
0;0;0;0;1;0;5;2;3;-36.1;4.97;5228.1;0;3.784189633918261;4.90527477843843
1;0;1;1;0;0;0;2;1;-36.4;4.857;5191.0;0;3.970291913552122;4.672828834461906
6;1;2;0;1;0;1;4;7;-41.8;4.866;5228.1;0;3.4011973816621555;3.295836866004329
0;0;4;0;1;0;4;1;1;-42.7;4.962;5228.1;0;3.7612001156935624;5.605802066295998
1;1;1;0;0;0;5;0;6;-38.3;0.898;4991.6;1;3.6635616461296463;5.730099782973574
0;2;5;1;0;0;0;3;1;-36.4;4.856;5191.0;0;4.04305126783455;3.8501476017100584
2;1;2;0;1;0;8;0;2;-26.9;0.72;5017.5;1;3.6109179126442243;6.030685260261263
5;0;2;0;1;0;5;4;1;-36.1;4.968;5228.1;0;3.4657359027997265;4.919980925828125
2;1;3;0;0;0;0;3;1;-46.2;1.344;5099.1;0;3.6888794541139363;3.7612001156935624
0;1;6;1;1;0;1;2;3;-41.8;4.947;5228.1;0;3.713572066704308;6.659293919683638
5;2;2;0;1;0;1;0;3;-41.8;4.967;5228.1;0;3.828641396489095;7.160845906664299
1;1;1;0;0;0;0;4;2;-46.2;1.266;5099.1;0;3.4965075614664802;5.905361848054571
6;2;2;0;1;0;0;0;7;-36.4;4.864;5191.0;0;3.8918202981106265;5.135798437050262
6;0;1;0;1;0;5;3;1;-31.4;0.883;5076.2;1;3.9512437185814275;6.0112671744041615
2;1;2;0;0;0;0;2;1;-46.2;1.354;5099.1;0;3.4339872044851463;5.497168225293202
0;0;0;0;0;0;1;1;1;-41.8;4.959;5228.1;0;3.4657359027997265;5.564520407322694
8;0;5;0;1;0;5;4;3;-36.1;4.963;5228.1;0;3.8066624897703196;4.330733340286331
0;2;4;1;0;2;0;1;1;-36.4;4.856;5191.0;0;3.6635616461296463;3.4657359027997265
0;1;0;0;1;0;0;0;2;-36.4;4.859;5191.0;0;3.332204510175204;6.192362489474872
0;2;5;1;0;0;4;0;1;-42.7;4.957;5228.1;0;3.8066624897703196;5.123963979403259
2;0;2;1;0;0;2;4;2;-42.0;4.076;5195.8;0;3.4965075614664802;5.955837369464831
5;0;3;0;0;0;0;0;9;-36.4;4.855;5191.0;0;3.6109179126442243;6.726233402358747
3;1;2;0;0;0;0;4;1;-46.2;1.266;5099.1;0;3.5263605246161616;4.465908118654584
1;0;0;0;0;0;0;3;3;-36.4;4.856;5191.0;0;3.6635616461296463;5.7745515455444085
2;1;2;0;0;2;5;3;2;-31.4;0.883;5076.2;0;3.4339872044851463;4.74493212836325
6;0;1;0;0;0;0;2;2;-46.2;1.244;5099.1;0;3.713572066704308;5.19295685089021
2;2;2;1;0;0;4;4;1;-42.7;4.963;5228.1;0;3.58351893845611;5.231108616854587
2;0;1;0;1;0;1;0;6;-41.8;4.947;5228.1;0;3.258096538021482;4.787491742782046
2;0;2;1;1;0;5;3;2;-36.1;4.965;5228.1;0;3.828641396489095;4.007333185232471
6;2;2;0;0;0;4;3;9;-42.7;4.961;5228.1;0;3.6375861597263857;6.297109319933935
0;0;0;1;0;0;4;2;4;-42.7;4.962;5228.1;0;3.6888794541139363;6.222576268071369
2;0;2;0;0;0;0;3;5;-36.4;4.857;5191.0;0;3.6375861597263857;3.8501476017100584
8;0;3;0;0;0;4;4;2;-42.7;4.963;5228.1;0;3.8918202981106265;5.860786223465865
5;0;3;0;0;2;5;4;3;-36.1;4.963;5228.1;0;3.9318256327243257;5.5053315359323625
1;2;0;0;0;0;1;4;1;-41.8;4.866;5228.1;0;3.713572066704308;5.093750200806762
0;0;0;1;0;0;0;3;1;-36.4;4.857;5191.0;0;3.7376696182833684;5.786897381366708
1;0;1;0;1;0;0;4;1;-36.4;4.855;5191.0;0;3.4657359027997265;5.1647859739235145
5;1;3;1;2;1;1;2;4;-41.8;4.865;5228.1;0;3.6109179126442243;3.9318256327243257
1;0;1;0;0;0;5;3;3;-36.1;4.965;5228.1;0;3.828641396489095;5.209486152841421
5;2;3;0;1;0;0;1;4;-36.4;4.859;5191.0;0;3.4965075614664802;4.442651256490317
7;2;3;0;0;0;8;3;2;-26.9;0.728;5017.5;1;4.219507705176107;6.035481432524756
0;0;0;0;0;0;7;0;1;-47.1;1.405;5099.1;0;3.713572066704308;4.23410650459726
2;1;2;0;0;0;5;3;2;-36.1;4.966;5228.1;0;3.4657359027997265;6.131226489483141
2;1;2;0;1;0;0;3;6;-46.2;1.344;5099.1;0;3.367295829986474;5.501258210544727
2;0;2;0;0;0;0;3;1;-40.0;0.697;5008.7;1;3.58351893845611;5.278114659230517
2;1;2;0;0;0;5;0;7;-36.1;4.964;5228.1;0;3.6109179126442243;5.356586274672012
5;0;1;1;1;0;5;0;1;-36.1;4.966;5228.1;1;4.04305126783455;6.664409020350408
0;1;4;1;1;0;0;4;2;-36.4;4.855;5191.0;0;3.6888794541139363;5.303304908059076
2;0;2;0;1;0;5;2;1;-36.1;4.97;5228.1;0;3.58351893845611;4.990432586778736
9;2;3;0;0;0;5;2;2;-36.1;4.963;5228.1;0;3.4965075614664802;5.017279836814924
6;0;2;0;0;2;5;0;1;-36.1;4.963;5228.1;0;3.970291913552122;4.394449154672439
6;0;2;0;0;0;4;3;1;-42.7;4.961;5228.1;0;4.02535169073515;4.499809670330265
6;0;3;0;1;0;0;4;1;-46.2;1.266;5099.1;1;3.4965075614664802;6.359573868672378
2;2;0;0;1;0;4;3;4;-42.7;4.961;5228.1;1;3.871201010907891;7.261225091971921
4;0;2;1;1;0;1;2;10;-41.8;4.961;5228.1;0;3.6375861597263857;4.564348191467836
2;2;2;0;0;0;5;3;9;-36.1;4.965;5228.1;0;3.912023005428146;3.1354942159291497
7;0;3;0;1;0;2;1;1;-42.0;4.12;5195.8;0;4.060443010546419;6.3578422665081
7;0;3;0;0;0;5;2;5;-36.1;4.965;5228.1;0;4.02535169073515;5.308267697401205
4;2;2;0;1;0;4;2;3;-42.7;4.96;5228.1;0;3.970291913552122;5.983936280687191
2;0;2;1;0;0;0;0;2;-46.2;1.313;5099.1;0;3.713572066704308;4.736198448394496
7;2;5;0;1;2;9;0;5;-33.0;0.718;5023.5;0;4.382026634673881;6.579251212010101
6;0;2;0;0;0;7;0;1;-47.1;1.405;5099.1;0;3.912023005428146;5.288267030694535
1;1;1;0;0;0;0;4;1;-36.4;4.855;5191.0;0;3.4965075614664802;6.670766320845874
5;1;2;0;1;2;2;4;1;-42.0;4.076;5195.8;0;3.367295829986474;4.04305126783455
4;1;0;0;0;0;7;1;1;-47.1;1.405;5099.1;0;3.8066624897703196;5.049856007249537
0;1;4;1;2;1;0;3;1;-36.4;4.856;5191.0;0;3.091042453358316;5.598421958998375
2;2;2;0;0;0;0;3;4;-46.2;1.291;5099.1;0;3.5263605246161616;3.2188758248682006
2;0;2;0;0;0;2;2;1;-42.0;4.191;5195.8;0;3.5553480614894135;6.536691597591305
0;0;6;1;0;0;5;4;3;-36.1;4.964;5228.1;0;3.8501476017100584;5.424950017481403
2;1;1;0;0;0;5;3;1;-36.1;4.963;5228.1;0;3.4965075614664802;5.272999558563747
0;1;6;0;0;0;8;3;1;-40.4;4.968;5195.8;0;3.6375861597263857;3.6635616461296463
2;0;1;0;1;0;5;4;1;-36.1;4.968;5228.1;0;4.060443010546419;5.365976015021851
2;0;2;1;1;0;4;2;3;-42.7;4.96;5228.1;0;3.8918202981106265;4.574710978503383
8;1;0;0;0;0;1;2;1;-41.8;4.961;5228.1;0;3.8066624897703196;4.727387818712341
6;0;1;1;1;0;4;3;5;-42.7;4.961;5228.1;0;3.7376696182833684;5.187385805840755
5;0;1;0;0;2;2;4;1;-42.0;4.076;5195.8;0;3.4339872044851463;5.44673737166631
0;0;0;1;1;2;0;1;2;-36.4;4.859;5191.0;0;3.8066624897703196;4.976733742420574
11;1;3;0;1;0;2;2;2;-30.1;0.722;5017.5;0;3.1780538303479458;5.19295685089021
